fileName,className,classComment,commentStart,commentEnd,classCommentSymbolLength,classCommentLineLength
C:\Users\vaano\python_projects\django\django\apps\config.py,AppConfig,"
Class representing a Django application and its configuration.
",11,12,62,1
C:\Users\vaano\python_projects\django\django\apps\registry.py,Apps,"
A registry that stores the configuration of installed applications.

It also keeps track of models, e.g. to provide reverse relations.
",14,17,134,3
C:\Users\vaano\python_projects\django\django\conf\__init__.py,SettingsReference,"
String subclass which references a current settings value. It's treated as
the value in memory but serializes to a settings.NAME attribute reference.
",32,34,149,2
C:\Users\vaano\python_projects\django\django\conf\__init__.py,LazySettings,"
A lazy proxy for either global Django settings or a custom settings object.
The user can manually configure settings prior to using them. Otherwise,
Django uses the settings module pointed to by DJANGO_SETTINGS_MODULE.
",44,47,218,3
C:\Users\vaano\python_projects\django\django\conf\__init__.py,Settings,,,,,
C:\Users\vaano\python_projects\django\django\conf\__init__.py,UserSettingsHolder,"
Holder for user configured settings.
",224,225,36,1
C:\Users\vaano\python_projects\django\django\contrib\admin\apps.py,SimpleAdminConfig,"
Simple AppConfig which does not do automatic discovery.
",8,9,55,1
C:\Users\vaano\python_projects\django\django\contrib\admin\apps.py,AdminConfig,"
The default AppConfig for admin which does autodiscovery.
",20,21,57,1
C:\Users\vaano\python_projects\django\django\contrib\admin\checks.py,BaseModelAdminChecks,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\checks.py,ModelAdminChecks,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\checks.py,InlineModelAdminChecks,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\exceptions.py,DisallowedModelAdminLookup,"
Invalid filter was passed to admin view via URL querystring
",5,6,59,1
C:\Users\vaano\python_projects\django\django\contrib\admin\exceptions.py,DisallowedModelAdminToField,"
Invalid to_field was passed to admin view via URL query string
",10,11,62,1
C:\Users\vaano\python_projects\django\django\contrib\admin\filters.py,ListFilter,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\filters.py,SimpleListFilter,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\filters.py,FieldListFilter,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\filters.py,RelatedFieldListFilter,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\filters.py,BooleanFieldListFilter,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\filters.py,ChoicesFieldListFilter,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\filters.py,DateFieldListFilter,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\filters.py,AllValuesFieldListFilter,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\filters.py,RelatedOnlyFieldListFilter,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\forms.py,AdminAuthenticationForm,"
A custom authentication form used in the admin app.
",7,8,51,1
C:\Users\vaano\python_projects\django\django\contrib\admin\forms.py,AdminPasswordChangeForm,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\helpers.py,ActionForm,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\helpers.py,AdminForm,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\helpers.py,Fieldset,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\helpers.py,Fieldline,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\helpers.py,AdminField,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\helpers.py,AdminReadonlyField,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\helpers.py,InlineAdminFormSet,"
A wrapper around an inline formset for use in the admin system.
",224,225,63,1
C:\Users\vaano\python_projects\django\django\contrib\admin\helpers.py,InlineAdminForm,"
A wrapper around an inline form for use in the admin system.
",336,337,60,1
C:\Users\vaano\python_projects\django\django\contrib\admin\helpers.py,InlineFieldset,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\helpers.py,AdminErrorList,"
Store errors for the form/formsets in an add/change view.
",398,399,57,1
C:\Users\vaano\python_projects\django\django\contrib\admin\models.py,LogEntryManager,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\models.py,LogEntry,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\models.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\options.py,IncorrectLookupParameters,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\options.py,BaseModelAdmin,"
Functionality common to both ModelAdmin and InlineAdmin.
",100,101,56,1
C:\Users\vaano\python_projects\django\django\contrib\admin\options.py,ModelAdmin,"
Encapsulate all admin options and functionality for a given model.
",543,544,66,1
C:\Users\vaano\python_projects\django\django\contrib\admin\options.py,InlineModelAdmin,"
Options for inline editing of ``model`` instances.

Provide ``fk_name`` to specify the attribute name of the ``ForeignKey``
from ``model`` to its parent. This is required if ``model`` has more than
one ``ForeignKey`` to its parent.
",1977,1982,231,5
C:\Users\vaano\python_projects\django\django\contrib\admin\options.py,StackedInline,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\options.py,TabularInline,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\options.py,DeleteProtectedModelForm,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\sites.py,AlreadyRegistered,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\sites.py,NotRegistered,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\sites.py,AdminSite,"
An AdminSite object encapsulates an instance of the Django admin application, ready
to be hooked in to your URLconf. Models are registered with the AdminSite using the
register() method, and the get_urls() method can then be used to access Django view
functions that present a full admin interface for the collection of registered
models.
",33,38,338,5
C:\Users\vaano\python_projects\django\django\contrib\admin\sites.py,DefaultAdminSite,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\tests.py,CSPMiddleware,"
The admin's JavaScript should be compatible with CSP.
",11,12,53,1
C:\Users\vaano\python_projects\django\django\contrib\admin\tests.py,AdminSeleniumTestCase,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\utils.py,FieldIsAForeignKeyColumnName,"
A field is a foreign key attname, i.e. <FK>_id.
",23,24,47,1
C:\Users\vaano\python_projects\django\django\contrib\admin\utils.py,NestedObjects,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\utils.py,NotRelationField,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,FilteredSelectMultiple,"
A SelectMultiple with a JavaScript filter interface.

Note that the resulting JavaScript assumes that the jsi18n
catalog has been loaded in the page
",21,25,148,4
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminDateWidget,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminTimeWidget,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminSplitDateTime,"
A SplitDateTime Widget that has some admin-specific styling.
",79,80,60,1
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminRadioSelect,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminFileWidget,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,ForeignKeyRawIdWidget,"
A Widget for displaying ForeignKeys in the ""raw_id"" interface rather than
in a <select> box.
",126,128,92,2
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,ManyToManyRawIdWidget,"
A Widget for displaying ManyToMany ids in the ""raw_id"" interface rather than
in a <select multiple> box.
",201,203,104,2
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,RelatedFieldWidgetWrapper,"
This class is a wrapper to a given widget to add the add icon for the
admin interface.
",230,232,86,2
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminTextareaWidget,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminTextInputWidget,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminEmailInputWidget,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminURLFieldWidget,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminIntegerFieldWidget,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminBigIntegerFieldWidget,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AdminUUIDInputWidget,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AutocompleteMixin,"
Select widget mixin that loads options from AutocompleteJsonView via AJAX.

Renders the necessary data attributes for select2 and adds the static form
media.
",382,386,157,4
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AutocompleteSelect,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,AutocompleteSelectMultiple,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,Media,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\widgets.py,Media,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\migrations\0001_initial.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\templatetags\admin_list.py,ResultList,"
Wrapper class used to return items in a list_editable changelist, annotated
with the form object for error reporting purposes. Needed to maintain
backwards compatibility with existing admin templates.
",302,305,200,3
C:\Users\vaano\python_projects\django\django\contrib\admin\templatetags\base.py,InclusionAdminNode,"
Template tag that allows its template to be overridden per model, per app,
or globally.
",7,9,87,2
C:\Users\vaano\python_projects\django\django\contrib\admin\templatetags\log.py,AdminLogNode,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\views\autocomplete.py,AutocompleteJsonView,"
Handle AutocompleteWidget's AJAX requests for data.
",6,7,51,1
C:\Users\vaano\python_projects\django\django\contrib\admin\views\main.py,ChangeListSearchForm,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admin\views\main.py,ChangeList,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admindocs\apps.py,AdminDocsConfig,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admindocs\middleware.py,XViewMiddleware,"
Add an X-View header to internal HEAD requests.
",9,10,47,1
C:\Users\vaano\python_projects\django\django\contrib\admindocs\views.py,BaseAdminDocsView,"
Base view for admindocs views.
",34,35,30,1
C:\Users\vaano\python_projects\django\django\contrib\admindocs\views.py,BookmarkletsView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admindocs\views.py,TemplateTagIndexView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admindocs\views.py,TemplateFilterIndexView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admindocs\views.py,ViewIndexView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admindocs\views.py,ViewDetailView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admindocs\views.py,ModelIndexView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admindocs\views.py,ModelDetailView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\admindocs\views.py,TemplateDetailView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\admin.py,GroupAdmin,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\admin.py,UserAdmin,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\apps.py,AuthConfig,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\backends.py,BaseBackend,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\backends.py,ModelBackend,"
Authenticates against settings.AUTH_USER_MODEL.
",32,33,47,1
C:\Users\vaano\python_projects\django\django\contrib\auth\backends.py,AllowAllUsersModelBackend,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\backends.py,RemoteUserBackend,"
This backend is to be used in conjunction with the ``RemoteUserMiddleware``
found in the middleware module of this package, and is used when the server
is handling authentication outside of Django.

By default, the ``authenticate`` method creates ``User`` objects for
usernames that don't already exist in the database.  Subclasses can disable
this behavior by setting the ``create_unknown_user`` attribute to
``False``.
",169,177,420,8
C:\Users\vaano\python_projects\django\django\contrib\auth\backends.py,AllowAllUsersRemoteUserBackend,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\base_user.py,BaseUserManager,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\base_user.py,AbstractBaseUser,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\base_user.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\context_processors.py,PermLookupDict,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\context_processors.py,PermWrapper,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,ReadOnlyPasswordHashWidget,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,ReadOnlyPasswordHashField,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,UsernameField,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,UserCreationForm,"
A form that creates a user, with no privileges, from the given username and
password.
",82,84,85,2
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,UserChangeForm,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,AuthenticationForm,"
Base class for authenticating users. Extend this to get a form that accepts
username/password logins.
",173,175,101,2
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,PasswordResetForm,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,SetPasswordForm,"
A form that lets a user change set their password without entering the old
password
",329,331,83,2
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,PasswordChangeForm,"
A form that lets a user change their password by entering their old
password.
",373,375,77,2
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,AdminPasswordChangeForm,"
A form used to change the password of a user in the admin interface.
",403,404,68,1
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\forms.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\hashers.py,BasePasswordHasher,"
Abstract base class for password hashers

When creating your own hasher, you need to override algorithm,
verify(), encode() and safe_summary().

PasswordHasher objects are immutable.
",160,166,182,6
C:\Users\vaano\python_projects\django\django\contrib\auth\hashers.py,PBKDF2PasswordHasher,"
Secure password hashing using the PBKDF2 algorithm (recommended)

Configured to use PBKDF2 + HMAC + SHA256.
The result is a 64 byte binary string.  Iterations may be changed
safely but you must rename the algorithm if you change SHA256.
",230,235,236,5
C:\Users\vaano\python_projects\django\django\contrib\auth\hashers.py,PBKDF2SHA1PasswordHasher,"
Alternate PBKDF2 hasher which uses SHA1, the default PRF
recommended by PKCS #5. This is compatible with other
implementations of PBKDF2, such as openssl's
PKCS5_PBKDF2_HMAC_SHA1().
",277,281,181,4
C:\Users\vaano\python_projects\django\django\contrib\auth\hashers.py,Argon2PasswordHasher,"
Secure password hashing using the argon2 algorithm.

This is the winner of the Password Hashing Competition 2013-2015
(https://password-hashing.net). It requires the argon2-cffi library which
depends on native C code and might cause portability issues.
",288,293,252,5
C:\Users\vaano\python_projects\django\django\contrib\auth\hashers.py,BCryptSHA256PasswordHasher,"
Secure password hashing using the bcrypt algorithm (recommended)

This is considered by many to be the most secure algorithm but you
must first install the bcrypt library.  Please be warned that
this library depends on native C code and might cause portability
issues.
",389,395,268,6
C:\Users\vaano\python_projects\django\django\contrib\auth\hashers.py,BCryptPasswordHasher,"
Secure password hashing using the bcrypt algorithm

This is considered by many to be the most secure algorithm but you
must first install the bcrypt library.  Please be warned that
this library depends on native C code and might cause portability
issues.

This hasher does not first hash the password which means it is subject to
bcrypt's 72 bytes password truncation. Most use cases should prefer the
BCryptSHA256PasswordHasher.
",451,461,429,10
C:\Users\vaano\python_projects\django\django\contrib\auth\hashers.py,SHA1PasswordHasher,"
The SHA1 password hashing algorithm (not recommended)
",468,469,53,1
C:\Users\vaano\python_projects\django\django\contrib\auth\hashers.py,MD5PasswordHasher,"
The Salted MD5 password hashing algorithm (not recommended)
",499,500,59,1
C:\Users\vaano\python_projects\django\django\contrib\auth\hashers.py,UnsaltedSHA1PasswordHasher,"
Very insecure algorithm that you should *never* use; store SHA1 hashes
with an empty salt.

This class is implemented because Django used to accept such password
hashes. Some older Django installs still have these values lingering
around so we need to handle and upgrade them properly.
",530,536,285,6
C:\Users\vaano\python_projects\django\django\contrib\auth\hashers.py,UnsaltedMD5PasswordHasher,"
Incredibly insecure algorithm that you should *never* use; stores unsalted
MD5 hashes without the algorithm prefix, also accepts MD5 hashes with an
empty salt.

This class is implemented because Django used to store passwords this way
and to accept such password hashes. Some older Django installs still have
these values lingering around so we need to handle and upgrade them
properly.
",565,573,386,8
C:\Users\vaano\python_projects\django\django\contrib\auth\hashers.py,CryptPasswordHasher,"
Password hashing using UNIX crypt (not recommended)

The crypt module is not supported on all platforms.
",601,604,104,3
C:\Users\vaano\python_projects\django\django\contrib\auth\middleware.py,AuthenticationMiddleware,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\middleware.py,RemoteUserMiddleware,"
Middleware for utilizing Web-server-provided authentication.

If request.user is not authenticated, then this middleware attempts to
authenticate the username passed in the ``REMOTE_USER`` request header.
If authentication is successful, the user is automatically logged in to
persist the user in the session.

The header used is configurable and defaults to ``REMOTE_USER``.  Subclass
this class and change the ``header`` attribute if you need to use a
different header.
",27,37,471,10
C:\Users\vaano\python_projects\django\django\contrib\auth\middleware.py,PersistentRemoteUserMiddleware,"
Middleware for Web-server provided authentication on logon pages.

Like RemoteUserMiddleware but keeps the user authenticated even if
the header (``REMOTE_USER``) is not found in the request. Useful
for setups when the external authentication via ``REMOTE_USER``
is only expected to happen on some ""logon"" URL and the rest of
the application wants to use Django's authentication mechanism.
",113,120,389,7
C:\Users\vaano\python_projects\django\django\contrib\auth\mixins.py,AccessMixin,"
Abstract CBV mixin that gives access mixins the same customizable
functionality.
",8,10,80,2
C:\Users\vaano\python_projects\django\django\contrib\auth\mixins.py,LoginRequiredMixin,"
Verify that the current user is authenticated.
",48,49,46,1
C:\Users\vaano\python_projects\django\django\contrib\auth\mixins.py,PermissionRequiredMixin,"
Verify that the current user has all specified permissions.
",56,57,59,1
C:\Users\vaano\python_projects\django\django\contrib\auth\mixins.py,UserPassesTestMixin,"
Deny a request with a permission error if the test_func() method returns
False.
",89,91,79,2
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,PermissionManager,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,Permission,"
The permissions system provides a way to assign permissions to specific
users and groups of users.

The permission system is used by the Django admin site, but may also be
useful in your own code. The Django admin site uses permissions as follows:

    - The ""add"" permission limits the user's ability to view the ""add"" form
      and add an object.
    - The ""change"" permission limits a user's ability to view the change
      list, view the ""change"" form and change an object.
    - The ""delete"" permission limits the ability to delete an object.
    - The ""view"" permission limits the ability to view an object.

Permissions are set globally per type of object, not per specific object
instance. It is possible to say ""Mary may change news stories,"" but it's
not currently possible to say ""Mary may change news stories, but only the
ones she created herself"" or ""Mary may only change news stories that have a
certain status or publication date.""

The permissions listed above are automatically created for each model.
",34,54,1021,20
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,GroupManager,"
The manager for the auth's Group model.
",81,82,39,1
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,Group,"
Groups are a generic way of categorizing users to apply permissions, or
some other label, to those users. A user can belong to any number of
groups.

A user in a group automatically has all the permissions granted to that
group. For example, if the group 'Site editors' has the permission
can_edit_home_page, any user in that group will have that permission.

Beyond permissions, groups are a convenient way to categorize users to
apply some label, or extended functionality, to them. For example, you
could create a group 'Special users', and you could write code that would
do special things to those users -- such as giving them access to a
members-only portion of your site, or sending them members-only email
messages.
",91,105,723,14
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,UserManager,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,PermissionsMixin,"
Add the fields and methods necessary to support the Group and Permission
models using the ModelBackend.
",227,229,103,2
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,AbstractUser,"
An abstract base class implementing a fully featured User model with
admin-compliant permissions.

Username and password are required. Other fields are optional.
",316,320,161,4
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,User,"
Users within the Django authentication system are represented by this
model.

Username and password are required. Other fields are optional.
",384,388,140,4
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,AnonymousUser,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\models.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\password_validation.py,MinimumLengthValidator,"
Validate whether the password is of a minimum length.
",92,93,53,1
C:\Users\vaano\python_projects\django\django\contrib\auth\password_validation.py,UserAttributeSimilarityValidator,"
Validate whether the password is sufficiently different from the user's
attributes.

If no specific attributes are provided, look at a sensible list of
defaults. Attributes that don't exist are ignored. Comparison is made to
not only the full attribute value, but also its components, so that, for
example, a password is validated against either part of an email address,
as well as the full address.
",119,127,400,8
C:\Users\vaano\python_projects\django\django\contrib\auth\password_validation.py,CommonPasswordValidator,"
Validate whether the password is a common password.

The password is rejected if it occurs in a provided list of passwords,
which may be gzipped. The list Django ships with contains 20000 common
passwords (lowercased and deduplicated), created by Royce Williams:
https://gist.github.com/roycewilliams/281ce539915a947a23db17137d91aeb7
The password list must be lowercased to match the comparison in validate().
",161,168,409,7
C:\Users\vaano\python_projects\django\django\contrib\auth\password_validation.py,NumericPasswordValidator,"
Validate whether the password is alphanumeric.
",192,193,46,1
C:\Users\vaano\python_projects\django\django\contrib\auth\tokens.py,PasswordResetTokenGenerator,"
Strategy object used to generate and check tokens for the password
reset mechanism.
",9,11,83,2
C:\Users\vaano\python_projects\django\django\contrib\auth\validators.py,ASCIIUsernameValidator,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\validators.py,UnicodeUsernameValidator,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\views.py,SuccessURLAllowedHostsMixin,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\views.py,LoginView,"
Display the login form and handle the login action.
",41,42,51,1
C:\Users\vaano\python_projects\django\django\contrib\auth\views.py,LogoutView,"
Log out the user and display the 'You are logged out' message.
",108,109,62,1
C:\Users\vaano\python_projects\django\django\contrib\auth\views.py,PasswordContextMixin,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\views.py,PasswordResetView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\views.py,PasswordResetDoneView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\views.py,PasswordResetConfirmView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\views.py,PasswordResetCompleteView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\views.py,PasswordChangeView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\views.py,PasswordChangeDoneView,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\management\commands\changepassword.py,Command,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\management\commands\createsuperuser.py,NotRunningInTTYException,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\management\commands\createsuperuser.py,Command,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\migrations\0001_initial.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\migrations\0003_alter_user_email_max_length.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\migrations\0004_alter_user_username_opts.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\migrations\0005_alter_user_last_login_null.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\migrations\0006_require_contenttypes_0002.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\migrations\0008_alter_user_username_max_length.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\migrations\0010_alter_group_name_max_length.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\auth\migrations\0011_update_proxy_permissions.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\admin.py,GenericInlineModelAdminChecks,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\admin.py,GenericInlineModelAdmin,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\admin.py,GenericStackedInline,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\admin.py,GenericTabularInline,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\apps.py,ContentTypesConfig,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\fields.py,GenericForeignKey,"
Provide a generic many-to-one relation through the ``content_type`` and
``object_id`` fields.

This class also doubles as an accessor to the related object (similar to
ForwardManyToOneDescriptor) by adding itself as a model attribute.
",22,27,234,5
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\fields.py,GenericRel,"
Used by GenericRelation to store information about the relation.
",262,263,64,1
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\fields.py,GenericRelation,"
Provide a reverse to a relation created by a GenericForeignKey.
",275,276,63,1
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\fields.py,ReverseGenericManyToOneDescriptor,"
Accessor to the related objects manager on the one-to-many relation created
by GenericRelation.

In the example::

    class Post(Model):
        comments = GenericRelation(Comment)

``post.comments`` is a ReverseGenericManyToOneDescriptor instance.
",487,496,249,9
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\fields.py,GenericRelatedObjectManager,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\forms.py,BaseGenericInlineFormSet,"
A formset for generic inline objects to a parent.
",8,9,49,1
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\models.py,ContentTypeManager,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\models.py,ContentType,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\models.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\management\__init__.py,RenameContentType,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\management\commands\remove_stale_contenttypes.py,Command,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\management\commands\remove_stale_contenttypes.py,NoFastDeleteCollector,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\migrations\0001_initial.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py,Migration,,,,,
C:\Users\vaano\python_projects\django\django\contrib\flatpages\admin.py,FlatPageAdmin,,,,,
C:\Users\vaano\python_projects\django\django\contrib\flatpages\apps.py,FlatPagesConfig,,,,,
C:\Users\vaano\python_projects\django\django\contrib\flatpages\forms.py,FlatpageForm,,,,,
C:\Users\vaano\python_projects\django\django\contrib\flatpages\forms.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\flatpages\middleware.py,FlatpageFallbackMiddleware,,,,,
C:\Users\vaano\python_projects\django\django\contrib\flatpages\models.py,FlatPage,,,,,
C:\Users\vaano\python_projects\django\django\contrib\flatpages\models.py,Meta,,,,,
C:\Users\vaano\python_projects\django\django\contrib\flatpages\sitemaps.py,FlatPageSitemap,,,,,
