fileName,className,classComment,commentStart,commentEnd,classCommentSymbolLength,classCommentLineLength
C:\Users\vaano\python_projects\django\django\db\models\base.py,Model,,,,,
C:\Users\vaano\python_projects\django\django\db\models\constraints.py,BaseConstraint,,,,,
C:\Users\vaano\python_projects\django\django\db\models\constraints.py,CheckConstraint,,,,,
C:\Users\vaano\python_projects\django\django\db\models\constraints.py,UniqueConstraint,,,,,
C:\Users\vaano\python_projects\django\django\db\models\deletion.py,ProtectedError,,,,,
C:\Users\vaano\python_projects\django\django\db\models\deletion.py,RestrictedError,,,,,
C:\Users\vaano\python_projects\django\django\db\models\deletion.py,Collector,,,,,
C:\Users\vaano\python_projects\django\django\db\models\enums.py,ChoicesMeta,"
A metaclass for creating a enum choices.
",9,10,40,1
C:\Users\vaano\python_projects\django\django\db\models\enums.py,Choices,"
Class for creating enumerated choices.
",62,63,38,1
C:\Users\vaano\python_projects\django\django\db\models\enums.py,IntegerChoices,"
Class for creating enumerated integer choices.
",73,74,46,1
C:\Users\vaano\python_projects\django\django\db\models\enums.py,TextChoices,"
Class for creating enumerated string choices.
",78,79,45,1
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,SQLiteNumericMixin,"
Some expressions with output_field=DecimalField() must be cast to
numeric to be properly filtered.
",17,19,98,2
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Combinable,"
Provide the ability to combine one or two objects with
some connector. For example F('foo') + F('bar').
",32,34,103,2
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,BaseExpression,"
Base class for all query expressions.
",148,149,37,1
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Expression,"
An expression that can be combined with other expressions.
",413,414,58,1
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,CombinedExpression,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,DurationExpression,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,TemporalSubtraction,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,F,"
An object capable of resolving references to existing query objects.
",518,519,68,1
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,ResolvedOuterRef,"
An object that contains a reference to an outer query.

In this case, the reference to the outer query has been resolved because
the inner query has been used as a subquery.
",549,553,173,4
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,OuterRef,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Func,"
An SQL function call.
",575,576,21,1
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Value,"
Represent a wrapped value as a node within an expression.
",649,650,57,1
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,DurationValue,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,RawSQL,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Star,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Random,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Col,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Ref,"
Reference to column alias of the query. For example, Ref('sum_cost') in
qs.annotate(sum_cost=Sum('cost')) query.
",782,784,112,2
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,ExpressionList,"
An expression containing multiple expressions. Can be used to provide a
list of expressions as an argument to another expression, like an
ordering clause.
",815,818,154,3
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,ExpressionWrapper,"
An expression that can wrap another expression so that it can provide
extra context to the inner expression, such as the output_field.
",832,834,134,2
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,When,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Case,"
An SQL searched CASE expression:

    CASE
        WHEN n > 0
            THEN 'positive'
        WHEN n < 0
            THEN 'negative'
        ELSE 'zero'
    END
",919,928,164,9
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Subquery,"
An explicit subquery. It may contain OuterRef() references to the outer
query which will be resolved when it is applied to that query.
",995,997,134,2
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Exists,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,OrderBy,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,Window,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,WindowFrame,"
Model the frame clause in window expressions. There are two types of frame
clauses which are subclasses, however, all processing and validation (by no
means intended to be complete) is done here. Thus, providing an end for a
frame is optional (the default is UNBOUNDED FOLLOWING, which is the last
row in the frame).
",1251,1256,316,5
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,RowRange,,,,,
C:\Users\vaano\python_projects\django\django\db\models\expressions.py,ValueRange,,,,,
C:\Users\vaano\python_projects\django\django\db\models\indexes.py,Index,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,Lookup,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,Transform,"
RegisterLookupMixin() is first so that get_lookup() and get_transform()
first examine self and then check output_field.
",146,148,119,2
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,BuiltinLookup,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,FieldGetDbPrepValueMixin,"
Some lookups require Field.get_db_prep_value() to be called on their
inputs.
",189,191,76,2
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,FieldGetDbPrepValueIterableMixin,"
Some lookups require Field.get_db_prep_value() to be called on each value
in an iterable.
",209,211,89,2
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,Exact,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,IExact,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,GreaterThan,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,GreaterThanOrEqual,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,LessThan,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,LessThanOrEqual,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,IntegerFieldFloatRounding,"
Allow floats to work as query values for IntegerField. Without this, the
decimal portion of the float would always be discarded.
",325,327,128,2
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,IntegerGreaterThanOrEqual,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,IntegerLessThan,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,In,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,PatternLookup,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,Contains,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,IContains,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,StartsWith,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,IStartsWith,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,EndsWith,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,IEndsWith,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,Range,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,IsNull,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,Regex,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,IRegex,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,YearLookup,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,YearExact,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,YearGt,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,YearGte,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,YearLt,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,YearLte,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,UUIDTextMixin,"
Strip hyphens from a value when filtering a UUIDField on backends without
a native datatype for UUID.
",581,583,101,2
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,UUIDIExact,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,UUIDContains,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,UUIDIContains,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,UUIDStartsWith,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,UUIDIStartsWith,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,UUIDEndsWith,,,,,
C:\Users\vaano\python_projects\django\django\db\models\lookups.py,UUIDIEndsWith,,,,,
C:\Users\vaano\python_projects\django\django\db\models\manager.py,BaseManager,,,,,
C:\Users\vaano\python_projects\django\django\db\models\manager.py,Manager,,,,,
C:\Users\vaano\python_projects\django\django\db\models\manager.py,ManagerDescriptor,,,,,
C:\Users\vaano\python_projects\django\django\db\models\manager.py,EmptyManager,,,,,
C:\Users\vaano\python_projects\django\django\db\models\options.py,Options,,,,,
C:\Users\vaano\python_projects\django\django\db\models\query.py,BaseIterable,,,,,
C:\Users\vaano\python_projects\django\django\db\models\query.py,ModelIterable,"
Iterable that yields a model instance for each row.
",47,48,51,1
C:\Users\vaano\python_projects\django\django\db\models\query.py,ValuesIterable,"
Iterable returned by QuerySet.values() that yields a dict for each row.
",97,98,71,1
C:\Users\vaano\python_projects\django\django\db\models\query.py,ValuesListIterable,"
Iterable returned by QuerySet.values_list(flat=False) that yields a tuple
for each row.
",118,120,87,2
C:\Users\vaano\python_projects\django\django\db\models\query.py,NamedValuesListIterable,"
Iterable returned by QuerySet.values_list(named=True) that yields a
namedtuple for each row.
",148,150,92,2
C:\Users\vaano\python_projects\django\django\db\models\query.py,FlatValuesListIterable,"
Iterable returned by QuerySet.values_list(flat=True) that yields single
values.
",174,176,79,2
C:\Users\vaano\python_projects\django\django\db\models\query.py,QuerySet,"
Represent a lazy database lookup for a set of objects.
",187,188,54,1
C:\Users\vaano\python_projects\django\django\db\models\query.py,InstanceCheckMeta,,,,,
C:\Users\vaano\python_projects\django\django\db\models\query.py,EmptyQuerySet,"
Marker class to checking if a queryset is empty by .none():
    isinstance(qs.none(), EmptyQuerySet) -> True
",1370,1372,108,2
C:\Users\vaano\python_projects\django\django\db\models\query.py,RawQuerySet,"
Provide an iterator which converts the results of raw SQL queries into
annotated model instances.
",1380,1382,97,2
C:\Users\vaano\python_projects\django\django\db\models\query.py,Prefetch,,,,,
C:\Users\vaano\python_projects\django\django\db\models\query.py,RelatedPopulator,"
RelatedPopulator is used for select_related() object instantiation.

The idea is that each select_related() model will be populated by a
different RelatedPopulator instance. The RelatedPopulator instances get
klass_info and select (computed in SQLCompiler) plus the used db as
input for initialization. That data is used to compute which columns
to use, how to instantiate the model, and how to populate the links
between the objects.

The actual creation of the objects is done in populate() method. This
method gets row and from_obj as input and populates the select_related()
model instance.
",1876,1888,594,12
C:\Users\vaano\python_projects\django\django\db\models\query_utils.py,InvalidQueryType,,,,,
C:\Users\vaano\python_projects\django\django\db\models\query_utils.py,InvalidQuery,,,,,
C:\Users\vaano\python_projects\django\django\db\models\query_utils.py,Q,"
Encapsulate filters as objects that can then be combined logically (using
`&` and `|`).
",58,60,87,2
C:\Users\vaano\python_projects\django\django\db\models\query_utils.py,DeferredAttribute,"
A wrapper for a deferred-loading field. When the value is read from this
object the first time, the query is executed.
",128,130,118,2
C:\Users\vaano\python_projects\django\django\db\models\query_utils.py,RegisterLookupMixin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\query_utils.py,FilteredRelation,"
Specify custom filtering in the ON clause of SQL joins.
",313,314,55,1
C:\Users\vaano\python_projects\django\django\db\models\signals.py,ModelSignal,"
Signal subclass that allows the sender to be lazily specified as a string
of the `app_label.ModelName` form.
",10,12,108,2
C:\Users\vaano\python_projects\django\django\db\models\fields\files.py,FieldFile,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\files.py,FileDescriptor,"
The descriptor for the file attribute on the model instance. Return a
FieldFile when accessed so you can write code like::

    >>> from myapp.models import MyModel
    >>> instance = MyModel.objects.get(pk=1)
    >>> instance.file.size

Assign a file object on assignment so you can do::

    >>> with open('/path/to/hello.world') as f:
    ...     instance.file = File(f)
",134,145,373,11
C:\Users\vaano\python_projects\django\django\db\models\fields\files.py,FileField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\files.py,ImageFileDescriptor,"
Just like the FileDescriptor, but for ImageFields. The only difference is
assigning the width/height to the width_field/height_field, if appropriate.
",328,330,149,2
C:\Users\vaano\python_projects\django\django\db\models\fields\files.py,ImageFieldFile,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\files.py,ImageField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\mixins.py,FieldCacheMixin,"
Provide an API for working with the model's fields value cache.
",7,8,63,1
C:\Users\vaano\python_projects\django\django\db\models\fields\mixins.py,CheckFieldDefaultMixin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\proxy.py,OrderWrt,"
A proxy for the _order database field that is used when
Meta.order_with_respect_to is specified.
",10,12,96,2
C:\Users\vaano\python_projects\django\django\db\models\fields\related.py,RelatedField,"
Base class that all relational fields inherit from.
",84,85,51,1
C:\Users\vaano\python_projects\django\django\db\models\fields\related.py,ForeignObject,"
Abstraction of the ForeignKey relation to support multi-column relations.
",445,446,73,1
C:\Users\vaano\python_projects\django\django\db\models\fields\related.py,ForeignKey,"
Provide a many-to-one relation by adding a column to the local model
to hold the remote value.

By default ForeignKey will target the pk of the remote model but this
behavior can be changed by using the ``to_field`` argument.
",760,765,225,5
C:\Users\vaano\python_projects\django\django\db\models\fields\related.py,OneToOneField,"
A OneToOneField is essentially the same as a ForeignKey, with the exception
that it always carries a ""unique"" constraint with it and the reverse
relation always returns the object pointed to (since there will only ever
be one), rather than returning a list.
",995,999,257,4
C:\Users\vaano\python_projects\django\django\db\models\fields\related.py,ManyToManyField,"
Provide a many-to-many relation by using an intermediary model that
holds two ForeignKey fields pointed at the two sides of the relation.

Unless a ``through`` model was provided, ManyToManyField will use the
create_many_to_many_intermediary_model factory to automatically generate
the intermediary model.
",1092,1098,305,6
C:\Users\vaano\python_projects\django\django\db\models\fields\related_descriptors.py,ForeignKeyDeferredAttribute,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\related_descriptors.py,ForwardManyToOneDescriptor,"
Accessor to the related object on the forward side of a many-to-one or
one-to-one (via ForwardOneToOneDescriptor subclass) relation.

In the example::

    class Child(Model):
        parent = ForeignKey(Parent, related_name='children')

``Child.parent`` is a ``ForwardManyToOneDescriptor`` instance.
",83,92,300,9
C:\Users\vaano\python_projects\django\django\db\models\fields\related_descriptors.py,ForwardOneToOneDescriptor,"
Accessor to the related object on the forward side of a one-to-one relation.

In the example::

    class Restaurant(Model):
        place = OneToOneField(Place, related_name='restaurant')

``Restaurant.place`` is a ``ForwardOneToOneDescriptor`` instance.
",279,287,255,8
C:\Users\vaano\python_projects\django\django\db\models\fields\related_descriptors.py,ReverseOneToOneDescriptor,"
Accessor to the related object on the reverse side of a one-to-one
relation.

In the example::

    class Restaurant(Model):
        place = OneToOneField(Place, related_name='restaurant')

``Place.restaurant`` is a ``ReverseOneToOneDescriptor`` instance.
",327,336,255,9
C:\Users\vaano\python_projects\django\django\db\models\fields\related_descriptors.py,ReverseManyToOneDescriptor,"
Accessor to the related objects manager on the reverse side of a
many-to-one relation.

In the example::

    class Child(Model):
        parent = ForeignKey(Parent, related_name='children')

``Parent.children`` is a ``ReverseManyToOneDescriptor`` instance.

Most of the implementation is delegated to a dynamically defined manager
class built by ``create_forward_many_to_many_manager()`` defined below.
",495,507,403,12
C:\Users\vaano\python_projects\django\django\db\models\fields\related_descriptors.py,ManyToManyDescriptor,"
Accessor to the related objects manager on the forward and reverse sides of
a many-to-many relation.

In the example::

    class Pizza(Model):
        toppings = ManyToManyField(Topping, related_name='pizzas')

``Pizza.toppings`` and ``Topping.pizzas`` are ``ManyToManyDescriptor``
instances.

Most of the implementation is delegated to a dynamically defined manager
class built by ``create_forward_many_to_many_manager()`` defined below.
",758,771,439,13
C:\Users\vaano\python_projects\django\django\db\models\fields\related_descriptors.py,RelatedManager,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\related_descriptors.py,ManyRelatedManager,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\related_lookups.py,MultiColSource,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\related_lookups.py,RelatedIn,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\related_lookups.py,RelatedLookupMixin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\related_lookups.py,RelatedExact,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\related_lookups.py,RelatedLessThan,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\related_lookups.py,RelatedGreaterThan,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\related_lookups.py,RelatedGreaterThanOrEqual,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\related_lookups.py,RelatedLessThanOrEqual,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\related_lookups.py,RelatedIsNull,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\reverse_related.py,ForeignObjectRel,"
Used by ForeignObject to store information about the relation.

``_meta.get_fields()`` returns this class to provide access to the field
flags for the reverse relation.
",20,24,168,4
C:\Users\vaano\python_projects\django\django\db\models\fields\reverse_related.py,ManyToOneRel,"
Used by the ForeignKey field to store information about the relation.

``_meta.get_fields()`` returns this class to provide access to the field
flags for the reverse relation.

Note: Because we somewhat abuse the Rel objects by using them as reverse
fields we get the funny situation where
``ManyToOneRel.many_to_one == False`` and
``ManyToOneRel.one_to_many == True``. This is unfortunate but the actual
ManyToOneRel class is a private API and there is work underway to turn
reverse relations into actual fields.
",185,196,513,11
C:\Users\vaano\python_projects\django\django\db\models\fields\reverse_related.py,OneToOneRel,"
Used by OneToOneField to store information about the relation.

``_meta.get_fields()`` returns this class to provide access to the field
flags for the reverse relation.
",231,235,168,4
C:\Users\vaano\python_projects\django\django\db\models\fields\reverse_related.py,ManyToManyRel,"
Used by ManyToManyField to store information about the relation.

``_meta.get_fields()`` returns this class to provide access to the field
flags for the reverse relation.
",253,257,170,4
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,Empty,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,NOT_PROVIDED,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,Field,"
Base class for all field types
",85,86,30,1
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,BooleanField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,CharField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,CommaSeparatedIntegerField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,DateTimeCheckMixin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,DateField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,DateTimeField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,DecimalField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,DurationField,"
Store timedelta objects.

Use interval on PostgreSQL, INTERVAL DAY TO SECOND on Oracle, and bigint
of microseconds on other databases.
",1519,1523,134,4
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,EmailField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,FilePathField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,FloatField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,IntegerField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,BigIntegerField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,IPAddressField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,GenericIPAddressField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,NullBooleanField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,PositiveIntegerRelDbTypeMixin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,PositiveBigIntegerField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,PositiveIntegerField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,PositiveSmallIntegerField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,SlugField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,SmallIntegerField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,TextField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,TimeField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,URLField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,BinaryField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,UUIDField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,AutoFieldMixin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,AutoFieldMeta,"
Metaclass to maintain backward inheritance compatibility for AutoField.

It is intended that AutoFieldMixin become public API when it is possible to
create a non-integer automatically-generated field using column defaults
stored in the database.

In many areas Django also relies on using isinstance() to check for an
automatically-generated field as a subclass of AutoField. A new flag needs
to be implemented on Field to be used instead.

When these issues have been addressed, this metaclass could be used to
deprecate inheritance from AutoField and use of isinstance() with AutoField
for detecting automatically-generated fields.
",2388,2401,633,13
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,AutoField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,BigAutoField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\fields\__init__.py,SmallAutoField,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\comparison.py,Cast,"
Coerce an expression to a new field type.
",6,7,41,1
C:\Users\vaano\python_projects\django\django\db\models\functions\comparison.py,Coalesce,"
Return, from left to right, the first non-null expression.
",44,45,58,1
C:\Users\vaano\python_projects\django\django\db\models\functions\comparison.py,Greatest,"
Return the maximum expression.

If any expression is null the return value is database-specific:
On PostgreSQL, the maximum not-null expression is returned.
On MySQL, Oracle, and SQLite, if any expression is null, null is returned.
",65,70,231,5
C:\Users\vaano\python_projects\django\django\db\models\functions\comparison.py,Least,"
Return the minimum expression.

If any expression is null the return value is database-specific:
On PostgreSQL, return the minimum not-null expression.
On MySQL, Oracle, and SQLite, if any expression is null, return null.
",85,90,221,5
C:\Users\vaano\python_projects\django\django\db\models\functions\comparison.py,NullIf,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TimezoneMixin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,Extract,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,ExtractYear,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,ExtractIsoYear,"
Return the ISO-8601 week-numbering year.
",92,93,40,1
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,ExtractMonth,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,ExtractDay,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,ExtractWeek,"
Return 1-52 or 53, based on ISO-8601, i.e., Monday is the first of the
week.
",105,107,76,2
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,ExtractWeekDay,"
Return Sunday=1 through Saturday=7.

To replicate this in Python: (mydatetime.isoweekday() % 7) + 1
",113,116,99,3
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,ExtractIsoWeekDay,"
Return Monday=1 through Sunday=7, based on ISO-8601.
",122,123,52,1
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,ExtractQuarter,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,ExtractHour,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,ExtractMinute,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,ExtractSecond,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,Now,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TruncBase,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,Trunc,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TruncYear,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TruncQuarter,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TruncMonth,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TruncWeek,"
Truncate to midnight on the Monday of the week.
",279,280,47,1
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TruncDay,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TruncDate,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TruncTime,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TruncHour,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TruncMinute,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\datetime.py,TruncSecond,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Abs,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,ACos,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,ASin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,ATan,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,ATan2,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Ceil,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Cos,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Cot,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Degrees,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Exp,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Floor,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Ln,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Log,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Mod,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Pi,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Power,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Radians,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Round,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Sign,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Sin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Sqrt,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\math.py,Tan,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\mixins.py,FixDecimalInputMixin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\mixins.py,FixDurationInputMixin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\mixins.py,NumericOutputFieldMixin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\text.py,BytesToCharFieldConversionMixin,"
Convert CharField results from bytes to str.

MySQL returns long data types (bytes) instead of chars when it can't
determine the length of the result string. For example:
    LPAD(column1, CHAR_LENGTH(column2), ' ')
returns the LONGTEXT (bytes) instead of VARCHAR.
",9,15,264,6
C:\Users\vaano\python_projects\django\django\db\models\functions\text.py,MySQLSHA2Mixin,,,,,
C:\Users\vaano\python_projects\django\django\db\models\functions\text.py,OracleHashMixin,,,,,
